id,education,marital_status,income,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,age,totalchildren,totalspend
713,master,married,50353,6/8/2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,0,442
4702,graduation,single,61839,8/12/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,0,1895
3281,phd,married,49154,11/3/2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,2,411
702,2n cycle,widow,47682,2/15/2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,1,521
2004,graduation,single,72679,9/18/2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,1,1168
4769,master,together,57954,6/18/2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,2,493
4437,graduation,married,65316,4/24/2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,2,260
8724,graduation,single,28567,6/17/2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,1,46
10741,master,together,47352,4/11/2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,1,319
1991,graduation,together,44931,1/18/2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,1,96
6931,graduation,divorced,76982,2/15/2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,0,1062
11096,2n cycle,together,57247,8/8/2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,1,232
304,master,single,22944,12/23/2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,1,76
3665,2n cycle,together,25315,11/7/2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,1,54
10591,graduation,widow,43638,8/6/2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,1,201
5036,phd,single,42710,11/28/2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,1,406
5547,phd,married,84169,8/7/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,0,1919
7822,graduation,together,54058,6/4/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,1,662
8541,2n cycle,married,24683,3/8/2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,1,41
10955,graduation,widow,85620,1/7/2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,0,1600
4368,graduation,married,47850,12/3/2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,1,134
9671,graduation,married,19514,1/26/2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,2,69
2256,master,married,27159,3/29/2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,2,21
4279,2n cycle,single,39548,3/31/2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,62,2,54
5371,graduation,single,21474,4/8/2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,36,1,91
9240,phd,single,60504,2/7/2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,54,1,526
9460,graduation,married,22419,4/18/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,0,162
9504,master,married,81698,11/6/2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,0,1008
8692,graduation,together,43462,9/12/2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,2,240
448,phd,single,54880,3/1/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,1,795
8314,graduation,married,79908,4/5/2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,0,1772
8420,2n cycle,married,15315,8/3/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,0,64
3174,graduation,together,87771,5/22/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,1,1957
7685,graduation,married,33039,9/9/2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,1,78
3179,graduation,single,81741,6/16/2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,0,1572
9780,master,together,71499,6/25/2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,1,795
10681,2n cycle,married,62466,1/15/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,1,889
10232,phd,divorced,48799,11/5/2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,1,331
4184,phd,together,52157,6/7/2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,1,265
9120,graduation,single,66565,12/5/2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,1,1065
891,master,together,29298,9/7/2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,2,11
10381,graduation,single,47691,7/5/2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,1,21
3525,graduation,together,38200,12/7/2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,2,17
6818,graduation,married,44989,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,1,369
3526,phd,married,38443,1/27/2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,2,38
8181,2n cycle,single,38593,9/13/2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,1,177
1029,phd,together,64413,8/1/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,1,279
7369,master,married,36959,10/2/2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,1,62
2574,phd,married,61996,1/31/2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,1,1230
8159,graduation,married,51287,4/1/2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,2,182
1160,graduation,married,13260,8/23/2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,2,49
10242,phd,together,47472,9/16/2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,2,75
5253,master,together,54603,7/9/2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,2,227
5966,phd,married,45207,11/10/2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,2,215
5314,graduation,together,40689,3/18/2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,1,444
5081,2n cycle,together,47821,10/20/2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,58,2,47
5123,master,married,27450,4/15/2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,74,0,143
5756,graduation,together,39453,4/3/2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,42,1,55
8036,2n cycle,together,26850,4/18/2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,54,2,63
9058,graduation,widow,79800,9/23/2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,70,0,1867
5057,master,married,61794,9/14/2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,64,1,611
254,graduation,together,53863,5/17/2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,70,1,473
4179,graduation,together,24221,8/20/2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,66,0,55
3710,phd,single,39684,10/12/2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41,1,81
7627,master,married,92163,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,50,0,2086
4501,master,single,69882,11/10/2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,60,0,1478
6424,graduation,together,33178,1/30/2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,48,1,49
3075,phd,married,59973,9/11/2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,53,0,382
4992,master,together,17459,9/19/2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,50,1,69
5252,graduation,divorced,23910,10/26/2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,56,1,67
7444,master,married,42169,10/19/2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,56,2,30
6919,2n cycle,married,26224,6/4/2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,47,1,63
3537,graduation,together,31089,8/17/2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,44,1,79
10277,graduation,single,30081,2/21/2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,64,1,42
2453,graduation,together,62807,8/31/2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,65,1,819
7972,graduation,single,72906,9/17/2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,70,0,1151
895,phd,married,61467,12/9/2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,77,2,594
1177,master,together,49618,1/26/2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,59,2,129
7141,master,single,21888,12/29/2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,39,1,213
7232,graduation,widow,42429,2/11/2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,52,1,67
8477,graduation,divorced,26150,3/11/2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,69,3,28
2457,basic,married,30801,10/26/2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,50,1,45
988,graduation,married,81168,5/7/2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,60,0,1193
7930,master,single,26877,8/19/2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,56,0,268
4587,master,widow,45006,7/18/2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,81,0,266
6682,basic,married,18978,12/11/2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,52,1,37
6222,graduation,married,22574,10/28/2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,3,37
10299,phd,single,48240,11/9/2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,56,0,882
3083,graduation,married,45837,7/26/2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,51,2,373
8953,master,single,35791,5/6/2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,3,35
1503,phd,together,162397,6/3/2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,49,2,107
8650,graduation,widow,54162,3/18/2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,2,42
10862,master,married,30522,8/17/2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,1,326
2782,phd,married,54456,7/11/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,1,404
6941,graduation,single,31632,7/14/2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,0,95
10972,graduation,widow,72298,3/10/2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,76,0,939
10708,2n cycle,single,36975,12/28/2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,47,1,33
6583,2n cycle,married,72635,6/3/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,70,0,981
3641,graduation,married,13624,1/20/2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,49,1,36
10156,graduation,single,84196,6/3/2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,50,1,1237
4299,graduation,together,70971,9/21/2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,65,1,1825
3469,phd,divorced,34487,9/6/2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,48,2,103
5063,graduation,single,28769,12/18/2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,48,1,191
10727,phd,married,69084,11/19/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,55,1,1586
9624,phd,together,65488,6/13/2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,67,0,963
5156,2n cycle,married,62466,1/15/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,1,889
4376,2n cycle,single,32218,2/15/2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,65,0,93
8923,graduation,single,83917,4/18/2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,52,0,1587
8461,graduation,divorced,46102,3/10/2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,3,16
6945,graduation,single,84574,6/4/2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,73,0,1375
944,graduation,married,56181,1/8/2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,63,1,393
1907,master,divorced,63120,9/28/2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,75,1,1477
701,graduation,married,73691,11/6/2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,54,1,1179
3856,graduation,together,63381,10/5/2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,1,1005
4149,phd,together,76140,5/13/2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,77,0,1348
2131,phd,divorced,62859,12/30/2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,66,1,1307
2942,graduation,single,45906,5/7/2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,61,1,486
1173,master,together,77632,3/10/2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,78,0,2252
4381,phd,married,46463,8/18/2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,54,2,235
4611,graduation,together,105471,1/21/2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,55,0,1724
3376,master,divorced,55282,12/13/2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,55,1,235
4679,master,married,78710,5/23/2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,48,1,1092
10928,graduation,together,66886,9/16/2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,67,1,599
4248,master,single,98777,2/17/2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,0,2008
6728,graduation,together,29103,8/27/2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,40,1,48
6661,graduation,married,67445,8/12/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,1,1174
4725,phd,together,50616,4/13/2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,75,1,67
3277,graduation,divorced,49431,8/3/2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,70,1,365
5555,graduation,divorced,153924,2/7/2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6
2564,graduation,together,61278,1/4/2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,72,1,165
946,2n cycle,together,26490,9/22/2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,0,210
3867,phd,together,73059,8/31/2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,78,1,1095
6940,phd,single,46734,10/21/2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,59,3,223
55,graduation,together,56253,12/7/2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,62,1,597
7093,graduation,married,19986,11/14/2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,1,22
5084,graduation,widow,58330,12/25/2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1,1064
1777,basic,married,25965,9/7/2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,45,0,74
8162,master,together,14661,1/1/2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,69,0,26
10826,graduation,married,18690,12/28/2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,0,60
8754,phd,together,45068,5/16/2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51,1,20
1987,basic,single,21063,9/25/2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,38,1,59
11007,phd,married,29187,5/9/2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,57,1,34
7426,2n cycle,married,54690,11/7/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,2,198
9153,phd,married,59304,7/29/2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,61,1,1048
10379,master,single,59247,11/8/2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,63,2,574
9204,graduation,widow,66731,9/12/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,55,1,1029
3197,graduation,married,77353,12/16/2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,45,1,670
2920,phd,single,52614,12/1/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,1,990
6961,graduation,married,26751,5/22/2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,51,2,11
4673,phd,married,81300,10/30/2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,62,1,1241
9937,graduation,single,70337,1/2/2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,46,0,576
8779,2n cycle,married,36145,6/16/2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,40,1,172
9596,phd,single,65295,12/23/2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,45,0,664
2891,graduation,divorced,68118,10/18/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,1,928
4910,graduation,divorced,68743,8/30/2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,58,0,2074
75,2n cycle,together,41039,7/25/2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,43,0,467
10120,graduation,together,38946,10/24/2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,70,1,257
6327,graduation,together,65777,12/19/2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,58,0,1146
10142,phd,divorced,66476,3/7/2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,49,1,689
9826,phd,single,86857,9/12/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,0,2114
1501,phd,married,160803,8/4/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,43,0,1717
10767,phd,together,77845,5/16/2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,36,0,1346
7279,phd,together,69476,9/30/2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,56,0,1044
7230,phd,divorced,50611,10/4/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,65,1,493
143,graduation,single,61209,8/25/2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,55,0,957
450,master,together,42315,7/12/2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,67,1,270
9316,basic,together,13084,11/2/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,73,0,29
6379,master,widow,47570,5/29/2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,76,2,121
9239,master,married,61923,7/26/2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,64,2,126
8315,graduation,single,34824,3/26/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,30,0,23
2868,phd,single,26518,4/8/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,76,2,57
10888,graduation,single,45938,11/3/2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,64,0,636
1277,graduation,together,78468,4/9/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,65,0,1004
9977,graduation,divorced,78901,9/17/2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,52,1,734
10196,graduation,married,71427,3/12/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,47,2,614
6384,graduation,divorced,71022,2/11/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,47,1,1453
8029,master,single,90247,4/29/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,37,0,1621
968,master,divorced,41335,12/26/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,57,1,187
6988,graduation,married,71952,1/10/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,39,1,1443
4472,phd,divorced,35682,6/27/2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,55,1,57
6991,graduation,divorced,43185,4/10/2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,74,1,637
3336,phd,together,66375,11/21/2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,77,1,948
4301,master,married,35178,1/10/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,1,59
1940,graduation,married,25252,7/12/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,39,1,18
1272,master,single,55250,10/21/2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,60,1,903
1388,graduation,single,33249,2/20/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,1,112
1044,graduation,together,58398,5/14/2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,72,0,596
6969,graduation,together,50272,8/7/2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,43,1,233
10479,phd,married,76618,12/7/2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,50,0,1511
3619,2n cycle,divorced,87305,9/23/2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,65,0,1152
1715,graduation,together,25851,2/11/2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,47,1,48
10159,graduation,divorced,58710,3/31/2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,55,1,1185
1463,graduation,single,45160,3/29/2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,67,2,21
5114,master,married,74806,12/19/2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,60,1,965
4990,graduation,married,59111,5/2/2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,71,0,869
4329,phd,married,18988,5/23/2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,41,1,16
10936,graduation,married,72190,2/13/2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,60,0,1947
4692,graduation,married,7500,8/1/2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,49,1,71
7212,graduation,married,44794,6/8/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,1,65
6086,graduation,married,80395,11/23/2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,70,0,1380
437,master,divorced,75012,1/25/2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,49,0,1027
11171,master,married,56962,10/11/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,60,3,411
11101,graduation,together,89891,4/15/2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,34,0,836
5329,phd,divorced,35946,9/27/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,76,2,11
610,phd,together,53593,8/7/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,72,2,480
9384,graduation,married,66373,6/12/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,47,2,606
5956,phd,divorced,45072,10/16/2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,77,3,284
10430,graduation,divorced,89694,10/9/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,52,2,1472
7875,graduation,married,72025,4/29/2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,76,0,1677
7072,graduation,married,67432,3/29/2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,52,1,1335
6255,master,together,70545,6/3/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,73,1,334
6516,basic,married,17487,3/18/2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,36,1,18
5564,graduation,together,62882,8/9/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,56,1,1338
5682,phd,single,64108,3/23/2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,72,1,1099
7458,master,together,34941,3/6/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,69,2,97
5237,phd,single,48767,1/1/2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,75,3,63
7761,2n cycle,together,38702,8/1/2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,47,1,109
5278,graduation,married,82224,1/25/2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,61,0,902
3560,graduation,together,83844,5/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,73,0,1574
